order_id,order_date,ship_date,ship_mode,customer_id,segment,postal_code,product_id,sales,quantity,discount,profit
US-2020-130358,2020-06-23,2020-06-26,First Class,DL-13330,Consumer,28027,OFF-SU-10002522,3.104,1,0.2,0.3492
CA-2020-159814,2020-06-24,2020-06-28,Standard Class,LP-17080,Consumer,85705,FUR-FU-10001731,4.272,2,0.2,0.9612
CA-2020-159338,2020-06-25,2020-06-28,First Class,NS-18640,Corporate,90049,FUR-TA-10004147,447.84,5,0.2,11.196
CA-2020-164469,2020-06-25,2020-06-27,Second Class,GK-14620,Corporate,97301,TEC-PH-10002115,263.96,5,0.2,19.797
CA-2020-164469,2020-06-25,2020-06-27,Second Class,GK-14620,Corporate,97301,OFF-AR-10003478,71.632,11,0.2,17.908
CA-2020-164469,2020-06-25,2020-06-27,Second Class,GK-14620,Corporate,97301,OFF-AR-10000475,9.328,1,0.2,0.8162
CA-2020-104283,2020-06-27,2020-07-01,Standard Class,LM-17065,Consumer,38671,OFF-ST-10004337,306.2,5,0,0
CA-2020-104283,2020-06-27,2020-07-01,Standard Class,LM-17065,Consumer,38671,FUR-TA-10001039,85.98,1,0,22.3548
CA-2020-104283,2020-06-27,2020-07-01,Standard Class,LM-17065,Consumer,38671,TEC-AC-10000109,223.96,4,0,53.7504
CA-2020-140858,2020-06-28,2020-07-02,Standard Class,CA-12775,Consumer,19140,OFF-PA-10000304,41.472,8,0.2,14.5152
CA-2020-140858,2020-06-28,2020-07-02,Standard Class,CA-12775,Consumer,19140,OFF-BI-10003094,3.168,3,0.7,-2.4288
CA-2020-140858,2020-06-28,2020-07-02,Standard Class,CA-12775,Consumer,19140,FUR-CH-10001394,1228.465,5,0.3,0
CA-2020-140858,2020-06-28,2020-07-02,Standard Class,CA-12775,Consumer,19140,OFF-BI-10004230,31.086,3,0.7,-22.7964
CA-2020-140858,2020-06-28,2020-07-02,Standard Class,CA-12775,Consumer,19140,OFF-PA-10003395,335.52,4,0.2,117.432
CA-2020-156993,2020-06-28,2020-07-04,Standard Class,RW-19630,Corporate,48234,OFF-FA-10003495,6.08,1,0,3.04
CA-2020-165974,2020-06-29,2020-07-06,Standard Class,DL-12865,Consumer,45231,OFF-AR-10003405,32.76,7,0.2,3.6855
CA-2020-111773,2020-06-29,2020-07-03,Standard Class,JK-15625,Consumer,10024,OFF-BI-10000174,13.92,3,0.2,4.872
CA-2020-146640,2020-06-30,2020-07-05,Standard Class,HA-14905,Consumer,10024,OFF-BI-10002867,334.768,7,0.2,108.7996
CA-2020-123064,2020-06-30,2020-07-02,First Class,RA-19915,Consumer,60653,OFF-AR-10004582,5.248,4,0.2,1.64
CA-2020-109218,2020-06-30,2020-07-03,Second Class,AR-10825,Corporate,90004,OFF-AR-10001374,32.4,5,0,10.368
CA-2020-116757,2020-06-30,2020-07-04,Standard Class,MS-17980,Corporate,77095,OFF-PA-10002005,25.92,5,0.2,9.072
CA-2020-116757,2020-06-30,2020-07-04,Standard Class,MS-17980,Corporate,77095,OFF-FA-10002815,21.312,6,0.2,7.1928
US-2020-121566,2020-06-30,2020-07-06,Standard Class,CS-11860,Consumer,10011,OFF-BI-10004528,2.688,1,0.2,0.84
US-2020-121566,2020-06-30,2020-07-06,Standard Class,CS-11860,Consumer,10011,OFF-AR-10001026,6.6,3,0,2.904
CA-2020-152254,2020-06-30,2020-06-30,Same Day,BD-11620,Consumer,28403,OFF-PA-10001144,310.688,7,0.2,108.7408
CA-2020-153150,2020-07-01,2020-07-06,Second Class,Dl-13600,Corporate,98105,OFF-BI-10003355,19.92,5,0.2,6.972
CA-2020-160773,2020-07-01,2020-07-05,Standard Class,LW-16825,Corporate,32725,TEC-PH-10004586,575.92,2,0.2,71.99
CA-2020-160773,2020-07-01,2020-07-05,Standard Class,LW-16825,Corporate,32725,OFF-BI-10000546,5.184,6,0.7,-3.6288
CA-2020-107594,2020-07-02,2020-07-06,Standard Class,EH-13945,Consumer,7060,TEC-PH-10002923,73.98,2,0,19.9746
CA-2020-107594,2020-07-02,2020-07-06,Standard Class,EH-13945,Consumer,7060,OFF-AR-10000716,5.58,1,0,2.1762
CA-2020-120096,2020-07-04,2020-07-07,First Class,KE-16420,Corporate,80013,OFF-PA-10001977,177.536,4,0.2,62.1376
CA-2020-120096,2020-07-04,2020-07-07,First Class,KE-16420,Corporate,80013,OFF-AP-10000692,32.432,2,0.2,3.2432
CA-2020-138709,2020-07-04,2020-07-09,Standard Class,MS-17770,Consumer,23223,OFF-PA-10004734,21.84,3,0,10.92
CA-2020-138709,2020-07-04,2020-07-09,Standard Class,MS-17770,Consumer,23223,OFF-BI-10000145,15.6,5,0,7.644
CA-2020-157784,2020-07-05,2020-07-08,First Class,MC-17845,Consumer,39212,TEC-AC-10003911,479.97,3,0,163.1898
CA-2020-157784,2020-07-05,2020-07-08,First Class,MC-17845,Consumer,39212,OFF-LA-10001934,14.62,2,0,6.8714
CA-2020-157784,2020-07-05,2020-07-08,First Class,MC-17845,Consumer,39212,OFF-PA-10000304,19.44,3,0,9.3312
US-2020-160444,2020-07-05,2020-07-05,Same Day,DC-12850,Consumer,77036,OFF-ST-10001522,220.776,3,0.2,-44.1552
US-2020-160444,2020-07-05,2020-07-05,Same Day,DC-12850,Consumer,77036,OFF-ST-10000563,281.424,11,0.2,-35.178
CA-2020-107139,2020-07-05,2020-07-11,Standard Class,DP-13390,Home Office,90004,OFF-BI-10001670,180.96,6,0.2,67.86
CA-2020-152849,2020-07-05,2020-07-12,Standard Class,DW-13195,Corporate,37918,OFF-AR-10002833,4.368,3,0.2,0.3822
CA-2020-103317,2020-07-05,2020-07-08,First Class,DM-13525,Corporate,32137,FUR-FU-10001591,19.52,2,0.2,5.368
CA-2020-103317,2020-07-05,2020-07-08,First Class,DM-13525,Corporate,32137,OFF-BI-10001787,9.81,5,0.7,-6.867
CA-2020-103317,2020-07-05,2020-07-08,First Class,DM-13525,Corporate,32137,FUR-FU-10003192,213.216,3,0.2,15.9912
CA-2020-134278,2020-07-06,2020-07-08,First Class,EP-13915,Consumer,10011,TEC-CO-10001046,559.992,1,0.2,174.9975
CA-2020-147543,2020-07-06,2020-07-12,Standard Class,BC-11125,Home Office,92020,FUR-CH-10000155,478.48,2,0.2,47.848
US-2020-138758,2020-07-07,2020-07-11,Standard Class,JL-15835,Consumer,19120,FUR-CH-10002880,172.186,2,0.3,-46.7362
US-2020-138758,2020-07-07,2020-07-11,Standard Class,JL-15835,Consumer,19120,FUR-FU-10003039,69.008,2,0.2,12.0764
CA-2020-150301,2020-07-08,2020-07-10,First Class,MH-18025,Consumer,14215,FUR-CH-10002647,63.882,1,0.1,10.647
CA-2020-100090,2020-07-08,2020-07-12,Standard Class,EB-13705,Corporate,94122,FUR-TA-10003715,502.488,3,0.2,-87.9354
CA-2020-100090,2020-07-08,2020-07-12,Standard Class,EB-13705,Corporate,94122,OFF-BI-10001597,196.704,6,0.2,68.8464
CA-2020-165379,2020-07-09,2020-07-15,Standard Class,BM-11650,Corporate,75217,OFF-PA-10003072,10.368,2,0.2,3.6288
CA-2020-165379,2020-07-09,2020-07-15,Standard Class,BM-11650,Corporate,75217,OFF-PA-10002245,14.352,3,0.2,4.485
CA-2020-114125,2020-07-09,2020-07-13,Standard Class,GH-14410,Home Office,90049,OFF-LA-10004559,2.88,1,0,1.4112
CA-2020-114125,2020-07-09,2020-07-13,Standard Class,GH-14410,Home Office,90049,OFF-BI-10003291,41.904,6,0.2,14.1426
CA-2020-114125,2020-07-09,2020-07-13,Standard Class,GH-14410,Home Office,90049,OFF-ST-10001505,23.92,4,0,4.0664
CA-2020-113271,2020-07-09,2020-07-14,Standard Class,DS-13030,Home Office,94122,OFF-BI-10002609,14.304,6,0.2,4.6488
CA-2020-113271,2020-07-09,2020-07-14,Standard Class,DS-13030,Home Office,94122,FUR-BO-10004218,119.833,1,0.15,7.049
CA-2020-113271,2020-07-09,2020-07-14,Standard Class,DS-13030,Home Office,94122,OFF-AR-10003251,5.56,2,0,2.224
CA-2020-113271,2020-07-09,2020-07-14,Standard Class,DS-13030,Home Office,94122,OFF-PA-10002365,32.4,5,0,15.552
CA-2020-163552,2020-07-11,2020-07-15,Standard Class,LA-16780,Corporate,7601,OFF-PA-10000474,177.2,5,0,83.284
CA-2020-163552,2020-07-11,2020-07-15,Standard Class,LA-16780,Corporate,7601,TEC-PH-10003885,197.97,3,0,57.4113
CA-2020-163552,2020-07-11,2020-07-15,Standard Class,LA-16780,Corporate,7601,FUR-CH-10003379,854.94,3,0,213.735
CA-2020-163552,2020-07-11,2020-07-15,Standard Class,LA-16780,Corporate,7601,FUR-FU-10000629,124.11,9,0,52.1262
CA-2020-163552,2020-07-11,2020-07-15,Standard Class,LA-16780,Corporate,7601,OFF-LA-10001175,14.4,5,0,7.056
CA-2020-123225,2020-07-11,2020-07-14,First Class,MN-17935,Consumer,79907,TEC-PH-10000895,575.968,4,0.2,43.1976
CA-2020-123225,2020-07-11,2020-07-14,First Class,MN-17935,Consumer,79907,OFF-PA-10000552,10.368,2,0.2,3.6288
CA-2020-133305,2020-07-11,2020-07-15,Standard Class,MH-17455,Consumer,10011,OFF-PA-10001970,49.12,4,0,23.0864
CA-2020-133305,2020-07-11,2020-07-15,Standard Class,MH-17455,Consumer,10011,OFF-BI-10002954,18.28,5,0.2,6.398
CA-2020-166555,2020-07-11,2020-07-14,First Class,JK-15205,Consumer,14304,TEC-PH-10004912,164.85,3,0,47.8065
CA-2020-129924,2020-07-12,2020-07-17,Standard Class,AC-10420,Corporate,94122,OFF-BI-10003314,7.712,2,0.2,2.7956
CA-2020-129924,2020-07-12,2020-07-17,Standard Class,AC-10420,Corporate,94122,FUR-TA-10004575,698.352,3,0.2,-17.4588
CA-2020-110184,2020-07-12,2020-07-16,Standard Class,BF-11170,Home Office,90036,OFF-ST-10000107,249.75,9,0,44.955
CA-2020-110184,2020-07-12,2020-07-16,Standard Class,BF-11170,Home Office,90036,TEC-PH-10000439,255.936,8,0.2,28.7928
CA-2020-131310,2020-07-12,2020-07-18,Standard Class,CL-12565,Consumer,98115,FUR-CH-10001797,123.136,4,0.2,13.8528
CA-2020-131310,2020-07-12,2020-07-18,Standard Class,CL-12565,Consumer,98115,OFF-BI-10003094,11.264,4,0.2,3.8016
CA-2020-124807,2020-07-12,2020-07-15,Second Class,ME-17725,Consumer,60610,OFF-PA-10001526,35.856,9,0.2,12.9978
CA-2020-124807,2020-07-12,2020-07-15,Second Class,ME-17725,Consumer,60610,TEC-AC-10002857,23.84,4,0.2,3.278
CA-2020-161508,2020-07-12,2020-07-16,Standard Class,PV-18985,Home Office,77573,FUR-CH-10002126,512.358,3,0.3,-14.6388
CA-2020-161508,2020-07-12,2020-07-16,Standard Class,PV-18985,Home Office,77573,OFF-FA-10001561,3.488,2,0.2,0.5668
CA-2020-161508,2020-07-12,2020-07-16,Standard Class,PV-18985,Home Office,77573,OFF-AR-10003158,22.288,7,0.2,3.9004
CA-2020-161508,2020-07-12,2020-07-16,Standard Class,PV-18985,Home Office,77573,OFF-PA-10001804,16.032,3,0.2,5.6112
US-2020-165862,2020-07-13,2020-07-17,Standard Class,GK-14620,Corporate,90049,FUR-TA-10002855,351.216,3,0.2,4.3902
US-2020-103905,2020-07-14,2020-07-20,Standard Class,AW-10930,Home Office,60505,OFF-BI-10001098,29.932,7,0.8,-46.3946
US-2020-103905,2020-07-14,2020-07-20,Standard Class,AW-10930,Home Office,60505,TEC-PH-10001552,38.272,4,0.2,3.8272
US-2020-150532,2020-07-14,2020-07-21,Standard Class,PB-19150,Consumer,85023,OFF-ST-10000760,55.92,5,0.2,6.291
CA-2020-164182,2020-07-14,2020-07-18,Standard Class,ST-20530,Consumer,19140,TEC-PH-10002070,13.494,1,0.4,-2.249
CA-2020-164182,2020-07-14,2020-07-18,Standard Class,ST-20530,Consumer,19140,TEC-PH-10002583,23.988,2,0.4,-13.993
CA-2020-164182,2020-07-14,2020-07-18,Standard Class,ST-20530,Consumer,19140,FUR-FU-10001057,31.984,2,0.2,1.1994
CA-2020-164182,2020-07-14,2020-07-18,Standard Class,ST-20530,Consumer,19140,OFF-AR-10001044,41.584,2,0.2,4.6782
CA-2020-124464,2020-07-14,2020-07-20,Standard Class,SS-20515,Home Office,19711,OFF-AP-10000576,39.48,1,0,11.0544
CA-2020-109904,2020-07-14,2020-07-17,Second Class,BF-10975,Corporate,10009,OFF-AR-10004999,17.94,3,0,4.485
CA-2020-115980,2020-07-15,2020-07-19,Standard Class,VW-21775,Corporate,57103,TEC-AC-10003709,2.97,3,0,1.3068
CA-2020-115980,2020-07-15,2020-07-19,Standard Class,VW-21775,Corporate,57103,OFF-FA-10000304,6.54,3,0,2.6814
CA-2020-123295,2020-07-18,2020-07-18,Same Day,AH-10120,Home Office,85705,FUR-CH-10002372,259.136,4,0.2,-25.9136
CA-2020-138198,2020-07-18,2020-07-23,Standard Class,JL-15130,Consumer,10801,OFF-BI-10002103,13.904,2,0.2,4.5188
US-2020-150434,2020-07-19,2020-07-24,Standard Class,CA-12310,Corporate,6010,TEC-PH-10000895,359.98,2,0,93.5948
US-2020-150434,2020-07-19,2020-07-24,Standard Class,CA-12310,Corporate,6010,FUR-TA-10004152,70.56,1,0.3,-4.032
US-2020-150434,2020-07-19,2020-07-24,Standard Class,CA-12310,Corporate,6010,OFF-BI-10003694,20.88,2,0,9.6048
US-2020-150434,2020-07-19,2020-07-24,Standard Class,CA-12310,Corporate,6010,OFF-BI-10002160,3.81,1,0,1.8288
CA-2020-168158,2020-07-19,2020-07-24,Standard Class,EM-14140,Home Office,59405,OFF-BI-10001759,6.096,2,0.2,2.2098
CA-2020-143903,2020-07-20,2020-07-24,Standard Class,KM-16375,Home Office,75217,OFF-ST-10003306,342.864,3,0.2,38.5722
CA-2020-143903,2020-07-20,2020-07-24,Standard Class,KM-16375,Home Office,75217,FUR-FU-10003724,16.74,5,0.6,-14.229
CA-2020-143903,2020-07-20,2020-07-24,Standard Class,KM-16375,Home Office,75217,FUR-CH-10002024,981.372,2,0.3,-140.196
CA-2020-142965,2020-07-20,2020-07-20,Same Day,SW-20245,Consumer,45503,OFF-ST-10002583,25.984,1,0.2,-5.1968
CA-2020-142965,2020-07-20,2020-07-20,Same Day,SW-20245,Consumer,45503,OFF-BI-10000977,27.36,3,0.7,-21.888
CA-2020-141726,2020-07-20,2020-07-22,First Class,CC-12145,Consumer,92105,OFF-PA-10000418,104.85,1,0,50.328
CA-2020-141726,2020-07-20,2020-07-22,First Class,CC-12145,Consumer,92105,OFF-BI-10001982,8.704,2,0.2,3.1552
CA-2020-141726,2020-07-20,2020-07-22,First Class,CC-12145,Consumer,92105,OFF-PA-10002230,19.92,4,0,9.7608
CA-2020-141726,2020-07-20,2020-07-22,First Class,CC-12145,Consumer,92105,FUR-FU-10003577,43.02,3,0,15.4872
CA-2020-157546,2020-07-20,2020-07-22,First Class,RD-19720,Consumer,94122,OFF-BI-10002498,89.712,6,0.2,30.2778
CA-2020-157546,2020-07-20,2020-07-22,First Class,RD-19720,Consumer,94122,OFF-PA-10004569,22.83,3,0,10.7301
CA-2020-127866,2020-07-20,2020-07-23,First Class,JD-15895,Corporate,92503,TEC-AC-10000023,41.94,2,0,15.0984
CA-2020-127866,2020-07-20,2020-07-23,First Class,JD-15895,Corporate,92503,OFF-PA-10003971,11.96,2,0,5.8604
CA-2020-127866,2020-07-20,2020-07-23,First Class,JD-15895,Corporate,92503,OFF-AR-10003481,13.12,4,0,3.8048
CA-2020-127866,2020-07-20,2020-07-23,First Class,JD-15895,Corporate,92503,OFF-ST-10001490,535.41,3,0,160.623
CA-2020-116932,2020-07-21,2020-07-25,Standard Class,ME-18010,Corporate,94122,OFF-AR-10002067,99.2,5,0,25.792
CA-2020-116932,2020-07-21,2020-07-25,Standard Class,ME-18010,Corporate,94122,FUR-CH-10001215,801.568,2,0.2,50.098
CA-2020-116932,2020-07-21,2020-07-25,Standard Class,ME-18010,Corporate,94122,FUR-TA-10004175,272.848,1,0.2,27.2848
CA-2020-129189,2020-07-21,2020-07-25,Standard Class,HM-14860,Corporate,75217,OFF-AP-10000124,4.992,3,0.8,-12.9792
CA-2020-129189,2020-07-21,2020-07-25,Standard Class,HM-14860,Corporate,75217,OFF-EN-10003567,87.92,5,0.2,29.673
CA-2020-129189,2020-07-21,2020-07-25,Standard Class,HM-14860,Corporate,75217,FUR-CH-10004997,657.93,5,0.3,-93.99
CA-2020-129189,2020-07-21,2020-07-25,Standard Class,HM-14860,Corporate,75217,OFF-BI-10000494,1.044,1,0.8,-1.827
CA-2020-109890,2020-07-21,2020-07-27,Standard Class,PG-18820,Consumer,68104,TEC-PH-10004100,35.98,2,0,10.0744
CA-2020-127691,2020-07-22,2020-07-27,Standard Class,EM-14065,Consumer,10024,OFF-AR-10002053,5.96,2,0,1.6688
CA-2020-127691,2020-07-22,2020-07-27,Standard Class,EM-14065,Consumer,10024,TEC-AC-10002567,159.98,2,0,57.5928
CA-2020-117464,2020-07-22,2020-07-24,Second Class,NP-18325,Consumer,94122,OFF-AR-10003190,11.52,4,0,3.2256
CA-2020-117464,2020-07-22,2020-07-24,Second Class,NP-18325,Consumer,94122,FUR-CH-10000155,717.72,3,0.2,71.772
CA-2020-117464,2020-07-22,2020-07-24,Second Class,NP-18325,Consumer,94122,OFF-ST-10003058,236.5,10,0,68.585
CA-2020-117464,2020-07-22,2020-07-24,Second Class,NP-18325,Consumer,94122,FUR-TA-10004767,170.352,3,0.2,19.1646
CA-2020-122679,2020-07-22,2020-07-28,Standard Class,AB-10255,Home Office,90008,OFF-AR-10004757,19.68,6,0,6.4944
US-2020-164644,2020-07-22,2020-07-24,Second Class,JL-15850,Consumer,77095,OFF-ST-10003123,26.632,1,0.2,1.3316
US-2020-119137,2020-07-23,2020-07-27,Standard Class,AG-10900,Consumer,85705,OFF-BI-10001982,8.16,5,0.7,-5.712
US-2020-119137,2020-07-23,2020-07-27,Standard Class,AG-10900,Consumer,85705,TEC-AC-10003911,1023.936,8,0.2,179.1888
US-2020-119137,2020-07-23,2020-07-27,Standard Class,AG-10900,Consumer,85705,OFF-AR-10000658,9.24,1,0.2,0.924
US-2020-119137,2020-07-23,2020-07-27,Standard Class,AG-10900,Consumer,85705,TEC-AC-10002076,479.04,10,0.2,-29.94
CA-2020-103058,2020-07-23,2020-07-24,First Class,AG-10270,Consumer,10011,TEC-AC-10001314,99.98,2,0,7.9984
CA-2020-145254,2020-07-23,2020-07-27,Standard Class,NC-18535,Corporate,94122,TEC-PH-10000441,604.752,6,0.2,60.4752
CA-2020-145254,2020-07-23,2020-07-27,Standard Class,NC-18535,Corporate,94122,OFF-SU-10004664,40.7,5,0,11.803
CA-2020-145254,2020-07-23,2020-07-27,Standard Class,NC-18535,Corporate,94122,TEC-PH-10004531,302.376,3,0.2,37.797
CA-2020-145254,2020-07-23,2020-07-27,Standard Class,NC-18535,Corporate,94122,TEC-AC-10002167,45,3,0,4.95
CA-2020-143917,2020-07-25,2020-07-27,Second Class,KL-16645,Consumer,94122,OFF-ST-10001228,53.72,4,0,15.0416
CA-2020-143917,2020-07-25,2020-07-27,Second Class,KL-16645,Consumer,94122,OFF-SU-10000151,8187.65,5,0,327.506
CA-2020-143917,2020-07-25,2020-07-27,Second Class,KL-16645,Consumer,94122,FUR-FU-10004351,77.92,8,0,34.2848
CA-2020-146528,2020-07-25,2020-07-27,Second Class,VF-21715,Home Office,90045,OFF-PA-10002195,6.48,1,0,3.1752
CA-2020-146528,2020-07-25,2020-07-27,Second Class,VF-21715,Home Office,90045,OFF-SU-10002522,15.52,4,0,4.5008
US-2020-155894,2020-07-26,2020-07-30,Second Class,CL-11890,Consumer,60623,OFF-ST-10004804,123.552,3,0.2,-29.3436
CA-2020-126760,2020-07-26,2020-08-02,Standard Class,KM-16720,Consumer,89031,TEC-PH-10001363,911.984,2,0.2,113.998
CA-2020-126760,2020-07-26,2020-08-02,Standard Class,KM-16720,Consumer,89031,FUR-CH-10003312,674.352,3,0.2,-109.5822
CA-2020-126760,2020-07-26,2020-08-02,Standard Class,KM-16720,Consumer,89031,FUR-FU-10004018,134.01,9,0,36.1827
CA-2020-126760,2020-07-26,2020-08-02,Standard Class,KM-16720,Consumer,89031,TEC-AC-10004814,170.97,3,0,70.0977
CA-2020-159121,2020-07-26,2020-08-01,Standard Class,JO-15145,Corporate,84020,TEC-AC-10002006,111.93,7,0,34.6983
CA-2020-116190,2020-07-26,2020-08-01,Standard Class,SG-20470,Consumer,30318,FUR-CH-10000553,67.88,2,0,18.3276
CA-2020-116190,2020-07-26,2020-08-01,Standard Class,SG-20470,Consumer,30318,OFF-LA-10002762,162.89,13,0,76.5583
CA-2020-116190,2020-07-26,2020-08-01,Standard Class,SG-20470,Consumer,30318,FUR-FU-10000719,25.71,3,0,9.2556
CA-2020-169019,2020-07-26,2020-07-30,Standard Class,LF-17185,Consumer,78207,OFF-BI-10004995,2177.584,8,0.8,-3701.8928
CA-2020-169019,2020-07-26,2020-07-30,Standard Class,LF-17185,Consumer,78207,FUR-FU-10004666,17.496,3,0.6,-10.0602
CA-2020-169019,2020-07-26,2020-07-30,Standard Class,LF-17185,Consumer,78207,OFF-BI-10001524,16.784,4,0.8,-26.8544
CA-2020-169019,2020-07-26,2020-07-30,Standard Class,LF-17185,Consumer,78207,TEC-AC-10002076,431.136,9,0.2,-26.946
CA-2020-169019,2020-07-26,2020-07-30,Standard Class,LF-17185,Consumer,78207,OFF-BI-10001679,8.88,5,0.8,-13.32
CA-2020-169019,2020-07-26,2020-07-30,Standard Class,LF-17185,Consumer,78207,OFF-AP-10003281,4.836,2,0.8,-12.09
CA-2020-124709,2020-07-27,2020-07-29,Second Class,GW-14605,Consumer,94122,TEC-AC-10002842,238,2,0,38.08
US-2020-150126,2020-07-27,2020-08-02,Standard Class,AS-10045,Corporate,10035,OFF-PA-10002709,65.78,11,0,32.2322
CA-2020-169642,2020-07-27,2020-07-30,Second Class,BB-10990,Corporate,90036,OFF-ST-10002574,276.28,2,0,0
CA-2020-131541,2020-07-28,2020-07-28,Same Day,CK-12205,Consumer,32712,OFF-FA-10000621,14.32,5,0.2,5.191
CA-2020-131541,2020-07-28,2020-07-28,Same Day,CK-12205,Consumer,32712,FUR-FU-10003623,129.888,6,0.2,12.9888
CA-2020-131541,2020-07-28,2020-07-28,Same Day,CK-12205,Consumer,32712,OFF-EN-10000781,48.944,7,0.2,16.5186
CA-2020-111192,2020-07-30,2020-08-05,Standard Class,TS-21430,Corporate,98103,FUR-BO-10002916,1367.84,8,0,259.8896
CA-2020-117345,2020-08-01,2020-08-05,Standard Class,BF-10975,Corporate,28205,OFF-LA-10000240,17.544,3,0.2,5.9211
CA-2020-117345,2020-08-01,2020-08-05,Standard Class,BF-10975,Corporate,28205,FUR-FU-10000629,44.128,4,0.2,12.1352
CA-2020-117345,2020-08-01,2020-08-05,Standard Class,BF-10975,Corporate,28205,OFF-AP-10001005,62.92,1,0.2,10.2245
CA-2020-117345,2020-08-01,2020-08-05,Standard Class,BF-10975,Corporate,28205,OFF-PA-10002377,78.304,2,0.2,29.364
CA-2020-152296,2020-08-01,2020-08-03,First Class,IL-15100,Consumer,94122,OFF-BI-10004506,19.752,3,0.2,6.9132
CA-2020-162684,2020-08-01,2020-08-06,Standard Class,AS-10630,Home Office,19120,OFF-FA-10000992,5.68,2,0.2,1.917
US-2020-106299,2020-08-02,2020-08-08,Standard Class,NZ-18565,Home Office,65807,OFF-BI-10001758,26.7,5,0,12.549
US-2020-106299,2020-08-02,2020-08-08,Standard Class,NZ-18565,Home Office,65807,TEC-AC-10003237,21.2,2,0,9.116
US-2020-106299,2020-08-02,2020-08-08,Standard Class,NZ-18565,Home Office,65807,OFF-ST-10002011,838.38,2,0,226.3626
CA-2020-133690,2020-08-03,2020-08-05,First Class,BS-11755,Consumer,80219,FUR-TA-10004289,218.75,2,0.5,-161.875
CA-2020-133690,2020-08-03,2020-08-05,First Class,BS-11755,Consumer,80219,OFF-AP-10003622,2.6,1,0.2,0.2925
CA-2020-125612,2020-08-03,2020-08-08,Standard Class,BK-11260,Consumer,10035,OFF-PA-10001019,39.96,2,0,18.7812
CA-2020-125612,2020-08-03,2020-08-08,Standard Class,BK-11260,Consumer,10035,OFF-SU-10002537,102.3,10,0,26.598
CA-2020-125612,2020-08-03,2020-08-08,Standard Class,BK-11260,Consumer,10035,OFF-ST-10003221,21.36,2,0,5.7672
CA-2020-128986,2020-08-03,2020-08-05,Second Class,GH-14410,Home Office,85301,OFF-PA-10001289,93.024,3,0.2,33.7212
CA-2020-126361,2020-08-04,2020-08-09,Second Class,VD-21670,Consumer,84062,OFF-AP-10003590,1089.75,3,0,305.13
CA-2020-126361,2020-08-04,2020-08-09,Second Class,VD-21670,Consumer,84062,OFF-PA-10000806,447.84,8,0,219.4416
CA-2020-126361,2020-08-04,2020-08-09,Second Class,VD-21670,Consumer,84062,OFF-AR-10000896,16.4,5,0,4.264
CA-2020-126361,2020-08-04,2020-08-09,Second Class,VD-21670,Consumer,84062,TEC-PH-10002310,399.96,5,0.2,34.9965
CA-2020-126361,2020-08-04,2020-08-09,Second Class,VD-21670,Consumer,84062,OFF-ST-10002289,158.9,5,0,7.945
CA-2020-126361,2020-08-04,2020-08-09,Second Class,VD-21670,Consumer,84062,OFF-BI-10002852,13.184,1,0.2,4.7792
CA-2020-134215,2020-08-04,2020-08-08,Standard Class,ML-17395,Corporate,4401,OFF-AP-10001271,101.96,2,0,27.5292
CA-2020-134215,2020-08-04,2020-08-08,Standard Class,ML-17395,Corporate,4401,OFF-PA-10004353,259.74,13,0,124.6752
CA-2020-134215,2020-08-04,2020-08-08,Standard Class,ML-17395,Corporate,4401,TEC-AC-10002473,255.42,9,0,104.7222
CA-2020-118962,2020-08-05,2020-08-09,Standard Class,CS-12130,Consumer,90004,OFF-PA-10000659,20.94,3,0,9.8418
CA-2020-118962,2020-08-05,2020-08-09,Standard Class,CS-12130,Consumer,90004,OFF-PA-10001144,110.96,2,0,53.2608
CA-2020-118962,2020-08-05,2020-08-09,Standard Class,CS-12130,Consumer,90004,FUR-CH-10003817,340.144,7,0.2,21.259
CA-2020-150490,2020-08-05,2020-08-11,Standard Class,SS-20590,Consumer,94122,TEC-AC-10004510,16.36,1,0,1.636
CA-2020-150490,2020-08-05,2020-08-11,Standard Class,SS-20590,Consumer,94122,OFF-ST-10000321,15.78,2,0,0.6312
CA-2020-150490,2020-08-05,2020-08-11,Standard Class,SS-20590,Consumer,94122,OFF-AR-10004602,45.98,2,0,12.8744
US-2020-117968,2020-08-05,2020-08-07,Second Class,RS-19420,Corporate,6450,OFF-AP-10002765,79.47,3,0,22.2516
US-2020-117968,2020-08-05,2020-08-07,Second Class,RS-19420,Corporate,6450,OFF-AR-10004165,4.56,2,0,2.0064
US-2020-117968,2020-08-05,2020-08-07,Second Class,RS-19420,Corporate,6450,FUR-CH-10002335,1133.35,5,0,294.671
CA-2020-110065,2020-08-05,2020-08-11,Standard Class,SP-20650,Corporate,10009,TEC-PH-10002468,135.99,1,0,36.7173
CA-2020-110065,2020-08-05,2020-08-11,Standard Class,SP-20650,Corporate,10009,OFF-AR-10004165,15.96,7,0,7.0224
CA-2020-124723,2020-08-05,2020-08-12,Standard Class,GZ-14470,Consumer,77590,FUR-TA-10001307,489.23,2,0.3,41.934
CA-2020-115357,2020-08-06,2020-08-11,Second Class,RF-19735,Consumer,29203,TEC-AC-10000023,62.91,3,0,22.6476
CA-2020-137575,2020-08-06,2020-08-11,Standard Class,TB-21625,Consumer,10035,TEC-AC-10004571,199.98,2,0,83.9916
CA-2020-131450,2020-08-08,2020-08-15,Standard Class,LR-16915,Consumer,92024,OFF-AP-10004708,76.12,2,0,22.0748
